business_name,industry,business_type,size_of_business,website,website_qr,sell_products_online,tools_used,manage_customer_interactions,business_challenges,recommended_tools,social_media_followers,monthly_sales,ad_spend,customer_engagement
"Henry, Howard and Johnson",Food,Manufacturing,Medium,No,No,No,"Accounting, Analytics","In-store, Social media, Automated chatbots","Sales, Customer retention","Automated Chatbots, Generate Website QR Code, Website Builder, Analytics, E-commerce Platform, CRM",21045,81870,8787,19
Wright-Floyd,Food,Manufacturing,Small,Yes,Yes,No,"Accounting, Analytics, Inventory Management, Email Marketing","Phone, Email","Inventory management, Customer retention, Time management","Automated Chatbots, Project Management Tools, ERP, Inventory Management, E-commerce Platform, Workflow Automation, CRM",19004,91064,3672,95
Henderson-Harvey,Finance,Retail,Small,No,No,No,"CRM, Social Media Management, Inventory Management",Social media,"Inventory management, Time management, Marketing","Email Marketing, Project Management Tools, Generate Website QR Code, ERP, Website Builder, Social Media Management, E-commerce Platform, Workflow Automation, Inventory Management",32727,63795,6240,97
Knight Ltd,Finance,Consulting,Large,Yes,Yes,Yes,"ERP, Email Marketing, CRM, Analytics",Social media,"Inventory management, Customer retention, Sales","Automated Chatbots, ERP, Inventory Management, Analytics, CRM",30732,91054,5868,75
"Cummings, Smith and Reynolds",Retail,Service,Large,Yes,Yes,Yes,"CRM, Email Marketing, Social Media Management, ERP","Automated chatbots, CRM",Inventory management,"ERP, Inventory Management",46339,15718,6452,26
Flores-Wilson,Food,Manufacturing,Large,Yes,Yes,No,"Inventory Management, Analytics","In-store, Automated chatbots, Phone",Inventory management,"E-commerce Platform, ERP, Inventory Management",40262,72179,7097,19
Chandler PLC,Food,Manufacturing,Medium,Yes,No,Yes,"Social Media Management, CRM, Accounting","In-store, Email",Marketing,"Email Marketing, Social Media Management, Generate Website QR Code",24111,7746,4098,75
Murphy-Young,Retail,E-commerce,Medium,Yes,Yes,Yes,Accounting,"CRM, Phone","Marketing, Inventory management","ERP, Social Media Management, Email Marketing, Inventory Management",25723,94545,8176,58
"Diaz, Cook and Guzman",Finance,Retail,Large,No,No,No,"Inventory Management, Analytics",Social media,Operational efficiency,"Accounting, Generate Website QR Code, ERP, Website Builder, E-commerce Platform",17943,12907,3875,53
Hale-Ball,Retail,Manufacturing,Small,No,No,Yes,Accounting,"CRM, In-store, Email",Marketing,"Email Marketing, Social Media Management, Website Builder, Generate Website QR Code",28227,68430,8690,66
"Miller, Griffin and Miller",Tech,E-commerce,Small,No,No,Yes,"Analytics, CRM, Social Media Management, ERP",Social media,Inventory management,"ERP, Website Builder, Generate Website QR Code, Inventory Management",14197,49154,5671,69
Lewis-Davis,Food,Retail,Large,Yes,Yes,No,Inventory Management,"In-store, Phone","Customer retention, Marketing, Inventory management","Email Marketing, Automated Chatbots, ERP, Inventory Management, Social Media Management, E-commerce Platform, CRM",21165,56466,984,51
Medina-Fuller,Tech,Service,Medium,No,No,Yes,Analytics,"CRM, In-store, Email",Time management,"Workflow Automation, Website Builder, Generate Website QR Code, Project Management Tools",15405,36407,9582,96
Thompson-Garcia,Retail,Service,Large,No,No,Yes,Social Media Management,"Automated chatbots, In-store","Time management, Inventory management","Project Management Tools, Generate Website QR Code, ERP, Website Builder, Workflow Automation, Inventory Management",34708,93977,7961,89
Spencer LLC,Finance,Retail,Medium,Yes,Yes,Yes,"ERP, Social Media Management","CRM, Email, In-store","Sales, Time management, Customer retention","Automated Chatbots, Project Management Tools, Analytics, Workflow Automation, CRM",48408,72450,2414,64
Lynch-Stewart,Finance,Consulting,Small,Yes,No,Yes,"Accounting, Inventory Management, Social Media Management","CRM, Social media, Email","Inventory management, Marketing","Email Marketing, Generate Website QR Code, ERP, Social Media Management, Inventory Management",2802,48796,9794,88
King-Coleman,Finance,E-commerce,Small,No,No,No,"ERP, Analytics, Accounting",Social media,"Sales, Customer retention, Time management","Automated Chatbots, Project Management Tools, Generate Website QR Code, Website Builder, Analytics, E-commerce Platform, Workflow Automation, CRM",46175,24523,5408,41
"Wright, Garcia and Williamson",Retail,E-commerce,Medium,No,No,No,"CRM, Social Media Management, Inventory Management, ERP","Email, CRM",Time management,"Generate Website QR Code, Website Builder, E-commerce Platform, Workflow Automation, Project Management Tools",4172,88319,6003,65
Knox PLC,Finance,Retail,Large,No,No,Yes,Email Marketing,"In-store, Email","Operational efficiency, Inventory management, Marketing","Email Marketing, Accounting, Generate Website QR Code, ERP, Website Builder, Social Media Management, Inventory Management",46876,29576,2622,25
Flores-Robertson,Tech,Consulting,Medium,Yes,Yes,Yes,"Accounting, Inventory Management","Email, In-store",Marketing,"Social Media Management, Email Marketing",20604,86792,5777,5
Lopez-Odom,Finance,Manufacturing,Medium,No,No,No,"Accounting, CRM, ERP",Email,"Inventory management, Marketing, Operational efficiency","Email Marketing, Accounting, Generate Website QR Code, ERP, Website Builder, Social Media Management, E-commerce Platform, Inventory Management",12189,78206,1577,13
Sandoval-Doyle,Retail,Consulting,Medium,No,No,Yes,"Accounting, Analytics, Email Marketing, Inventory Management","Phone, Automated chatbots","Marketing, Time management","Email Marketing, Generate Website QR Code, Social Media Management, Website Builder, Workflow Automation, Project Management Tools",47914,92872,9840,4
"Collins, Sutton and Best",Finance,Retail,Medium,Yes,No,Yes,"ERP, Social Media Management, CRM",Email,Inventory management,"ERP, Generate Website QR Code, Inventory Management",37284,69778,7442,93
Ramirez Inc,Tech,Manufacturing,Large,No,No,No,Accounting,Phone,"Time management, Customer retention","Automated Chatbots, CRM, Generate Website QR Code, Website Builder, E-commerce Platform, Workflow Automation, Project Management Tools",48834,49517,2344,14
Olson Inc,Finance,Consulting,Medium,Yes,No,Yes,"Accounting, Email Marketing, Inventory Management","Email, In-store","Customer retention, Inventory management, Sales","Automated Chatbots, CRM, Generate Website QR Code, ERP, Analytics, Inventory Management",38959,36099,9244,78
Simpson LLC,Tech,E-commerce,Small,Yes,No,Yes,"Analytics, Social Media Management","CRM, Social media, Automated chatbots",Inventory management,"ERP, Generate Website QR Code, Inventory Management",29930,96293,4574,79
Martin-Clark,Retail,Manufacturing,Large,Yes,Yes,Yes,"Analytics, ERP, Social Media Management",In-store,"Time management, Inventory management","Inventory Management, ERP, Workflow Automation, Project Management Tools",23704,88666,4395,52
"Cook, Montoya and Carson",Retail,Consulting,Medium,No,No,Yes,Analytics,"Automated chatbots, In-store, CRM",Marketing,"Email Marketing, Social Media Management, Website Builder, Generate Website QR Code",12223,18022,5192,17
"Burnett, Knight and Chase",Retail,Consulting,Small,Yes,No,Yes,Social Media Management,"Phone, Automated chatbots, In-store",Customer retention,"Generate Website QR Code, CRM, Automated Chatbots",15744,77575,5629,54
Peck Group,Retail,Service,Small,No,No,Yes,Inventory Management,Phone,"Sales, Operational efficiency, Marketing","Email Marketing, Accounting, Generate Website QR Code, ERP, Website Builder, Analytics, Social Media Management, CRM",138,67059,9252,75
Perkins-Garcia,Tech,Service,Large,No,No,No,"CRM, Inventory Management, Social Media Management, Analytics","In-store, Automated chatbots","Marketing, Time management, Customer retention","Email Marketing, Automated Chatbots, CRM, Generate Website QR Code, Social Media Management, Website Builder, E-commerce Platform, Workflow Automation, Project Management Tools",27963,43288,6884,59
Norman Ltd,Tech,Consulting,Medium,Yes,Yes,No,"Inventory Management, Analytics, Social Media Management, Accounting","CRM, In-store",Operational efficiency,"E-commerce Platform, Accounting, ERP",48561,75963,3620,24
Walker-Duncan,Retail,Manufacturing,Small,Yes,Yes,Yes,"Social Media Management, Accounting, ERP","CRM, Social media",Inventory management,"ERP, Inventory Management",31390,82589,3582,38
Barnes-Harvey,Finance,Manufacturing,Large,No,No,No,"Accounting, Social Media Management",Automated chatbots,"Time management, Operational efficiency","Accounting, Generate Website QR Code, ERP, Website Builder, E-commerce Platform, Workflow Automation, Project Management Tools",9785,73972,1406,25
"Brown, Pollard and Smith",Retail,E-commerce,Large,No,No,Yes,"Social Media Management, Analytics, Accounting","Automated chatbots, Social media","Sales, Marketing, Inventory management","Email Marketing, Generate Website QR Code, ERP, Inventory Management, Social Media Management, Analytics, Website Builder, CRM",43200,32644,5440,43
Austin Inc,Food,Consulting,Large,Yes,Yes,No,Analytics,Social media,Operational efficiency,"E-commerce Platform, Accounting, ERP",6770,67822,6954,5
Mcpherson-Lynch,Finance,Retail,Medium,Yes,Yes,Yes,CRM,Email,Inventory management,"ERP, Inventory Management",27280,52731,8571,35
"Giles, Day and Patterson",Tech,Retail,Medium,No,No,Yes,"Accounting, Social Media Management, Email Marketing","In-store, Social media","Customer retention, Operational efficiency, Marketing","Email Marketing, Automated Chatbots, Accounting, Generate Website QR Code, ERP, Website Builder, Social Media Management, CRM",20142,88143,1290,46
Johnson-Murray,Finance,Service,Large,Yes,No,No,"Social Media Management, Inventory Management","Social media, CRM","Operational efficiency, Marketing","Email Marketing, Accounting, Generate Website QR Code, ERP, Social Media Management, E-commerce Platform",14894,59492,3929,69
Hodges-Tanner,Tech,Service,Medium,Yes,No,Yes,"ERP, Analytics, Email Marketing","Email, Phone, Social media",Marketing,"Email Marketing, Social Media Management, Generate Website QR Code",17620,72754,4090,54
Wright-Townsend,Finance,Manufacturing,Small,No,No,Yes,"Analytics, Accounting, Inventory Management, ERP",Automated chatbots,"Operational efficiency, Marketing","Email Marketing, Accounting, Generate Website QR Code, ERP, Website Builder, Social Media Management",22090,2828,1610,23
Frost-Ramirez,Food,Service,Large,Yes,No,No,"CRM, Analytics",Social media,"Operational efficiency, Sales","Accounting, Generate Website QR Code, ERP, Analytics, E-commerce Platform, CRM",30954,91900,8820,15
"Arnold, Fritz and Garrett",Retail,E-commerce,Small,Yes,No,No,"Accounting, ERP, Email Marketing, Social Media Management","In-store, Email","Marketing, Sales, Customer retention","Email Marketing, Automated Chatbots, Generate Website QR Code, Social Media Management, Analytics, E-commerce Platform, CRM",5213,54449,7132,70
Williams-Clark,Food,Manufacturing,Large,Yes,No,Yes,"Social Media Management, ERP, Inventory Management, Analytics","CRM, Automated chatbots","Inventory management, Time management, Marketing","Email Marketing, Project Management Tools, Generate Website QR Code, ERP, Social Media Management, Workflow Automation, Inventory Management",49491,76415,4271,6
"Hernandez, Anderson and Jimenez",Finance,Manufacturing,Small,Yes,No,Yes,"Accounting, Analytics","In-store, Email","Marketing, Sales, Operational efficiency","Email Marketing, Accounting, Generate Website QR Code, ERP, Social Media Management, Analytics, CRM",39056,68372,4840,63
"Williams, Smith and Knapp",Food,Consulting,Small,No,No,No,"Accounting, Email Marketing, Social Media Management, ERP","Email, Social media, Automated chatbots","Sales, Time management","Project Management Tools, Generate Website QR Code, Website Builder, Analytics, E-commerce Platform, Workflow Automation, CRM",12815,11794,1116,16
Shepherd-Gardner,Food,Manufacturing,Large,Yes,Yes,No,"Email Marketing, CRM, Analytics",Social media,"Customer retention, Sales","E-commerce Platform, Analytics, CRM, Automated Chatbots",2228,68078,8924,31
Alvarez PLC,Finance,E-commerce,Medium,Yes,No,No,"Email Marketing, Social Media Management","Social media, Email, In-store","Inventory management, Customer retention, Sales","Automated Chatbots, Generate Website QR Code, ERP, Inventory Management, Analytics, E-commerce Platform, CRM",27700,21233,4593,61
Williams-Anderson,Tech,Service,Large,Yes,No,Yes,Inventory Management,In-store,"Time management, Customer retention, Inventory management","Project Management Tools, Automated Chatbots, Generate Website QR Code, ERP, Inventory Management, Workflow Automation, CRM",17961,95440,183,25
Lopez-Whitehead,Food,Consulting,Small,No,No,Yes,"Analytics, Inventory Management",Automated chatbots,"Marketing, Sales, Time management","Email Marketing, Project Management Tools, Generate Website QR Code, Social Media Management, Website Builder, Analytics, Workflow Automation, CRM",2090,10690,7907,75
Henry-Gomez,Retail,Consulting,Medium,Yes,No,Yes,"Social Media Management, Inventory Management, Accounting","CRM, Social media, Phone",Marketing,"Email Marketing, Social Media Management, Generate Website QR Code",44004,37152,433,14
Lee Inc,Retail,Manufacturing,Large,No,No,No,"Accounting, Inventory Management, CRM","CRM, In-store","Customer retention, Time management","Automated Chatbots, Project Management Tools, Generate Website QR Code, Website Builder, E-commerce Platform, Workflow Automation, CRM",23012,44439,1213,100
"Hill, Mendoza and Ellis",Tech,Retail,Small,Yes,Yes,Yes,"CRM, Accounting, ERP, Social Media Management","CRM, Automated chatbots, Social media","Customer retention, Sales, Operational efficiency","Automated Chatbots, Accounting, ERP, Analytics, CRM",38486,58168,4555,2
Cruz Group,Tech,Retail,Medium,No,No,No,"Accounting, ERP","Social media, CRM, In-store","Operational efficiency, Marketing","Email Marketing, Accounting, Generate Website QR Code, ERP, Website Builder, Social Media Management, E-commerce Platform",16720,85295,5368,91
Mitchell Group,Finance,E-commerce,Small,Yes,No,No,"Social Media Management, Inventory Management, CRM","Phone, Email, CRM","Inventory management, Time management","Project Management Tools, Generate Website QR Code, ERP, E-commerce Platform, Workflow Automation, Inventory Management",12372,98128,9586,77
